 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   16758      13    9.08   16.58    0.30       1    3.13    9.39   26.85
   66416       4    4.88  175.79    0.99       1    2.23    2.31   25.38
   89584     174    3.19 -148.39    0.43       1    3.10    6.66   23.75
   89584     218    3.36 -170.61    0.42       1    3.10    6.66   23.75
   89584     167    3.20 -171.97    0.56       1    3.10    6.66   23.75
   66416      14    2.54 -175.33    0.18       1    2.23    2.31   25.38
   66416       8    6.88 -134.64    0.78       2    2.23    2.31   25.38
   89584      83    5.16 -127.36    0.18       1    3.10    6.66   23.75
   89584     363    3.21 -171.72    0.21       1    3.10    6.66   23.75
   89584     306    6.75 -119.45    0.73       3    3.10    6.66   23.75
   29301     264    3.42 -159.95    0.69       2    2.97    7.83   22.53
   63716     114    4.22  -62.62    0.59       1    3.27    6.32   25.02
   89584     165    2.71 -163.32    0.41       1    3.10    6.66   23.75
   89584      41    1.94 -121.21    0.12       1    3.10    6.66   23.75
   89584      18    7.19 -166.03    0.16       1    3.10    6.66   23.75
   89584       7    8.96 -171.03    0.18       1    3.10    6.66   23.75
   63716      38    0.33   55.35    0.28       1    3.27    6.32   25.02
   89584     165    3.50 -164.31    0.11       1    3.10    6.66   23.75
   89584      19    2.34 -179.16    0.08       1    3.10    6.66   23.75
   63716     124    1.64 -135.70    0.66       1    3.27    6.32   25.02
   89584     124    4.37 -170.99    0.11       1    3.10    6.66   23.75
   89584      14    3.49  -57.26    0.62       3    3.10    6.66   23.75
   63716      14    3.32   -6.86    0.99       1    3.27    6.32   25.02
   63716       7    2.74    1.61    0.87       1    3.27    6.32   25.02
   89584       5    1.75 -167.06    0.57       1    3.10    6.66   23.75
   29301     373    3.18 -173.58    0.09       1    2.97    7.83   22.53
   60534     283    5.12  175.64    0.68       2    1.57    7.11   22.26
   54813       9    4.39 -144.37    0.89       1    2.60    7.61   25.09
   54813      21    6.05 -135.33    0.91       1    2.60    7.61   25.09
   54813      39    4.44  -16.43    0.43       2    2.60    7.61   25.09
   54813      18    2.36  -64.93    0.84       2    2.60    7.61   25.09
   54813       5    1.74  -28.75    0.94       1    2.60    7.61   25.09
   56564     955    3.31 -174.57    0.47       1    3.00    8.33   24.55
   68706     121    3.94 -175.49    0.08       1    3.04    9.09   23.01
   56564      24    3.50  177.10    0.82       1    3.00    8.33   24.55
   56564      15    6.11  175.55    0.48       1    3.00    8.33   24.55
   68706      91   27.64   -1.48    0.83       2    3.04    9.09   23.01
   56564       9    3.70 -153.67    0.75       1    3.00    8.33   24.55
   56564      55   12.85  -43.54    0.84       2    3.00    8.33   24.55
   69671      24   12.13  -47.85    0.96       1    3.05    9.05   24.16
   56564       6    2.81  166.37    0.38       1    3.00    8.33   24.55
   56564       5    4.72  113.93    0.61       1    3.00    8.33   24.55
   56564       4    2.77 -123.27    0.47       1    3.00    8.33   24.55
   56564      17    9.46  -49.51    0.81       2    3.00    8.33   24.55
   69671      17   17.38  -43.98    0.49       1    3.05    9.05   24.16
   56564      31    1.65   20.93    0.51       1    3.00    8.33   24.55
   68706     129   10.98 -167.31    1.00       2    3.04    9.09   23.01
   56564       6    2.87   58.06    0.71       1    3.00    8.33   24.55
   56564       7    2.14    7.64    0.33       1    3.00    8.33   24.55
   56564      11    7.93  143.09    0.70       3    3.00    8.33   24.55
   68706     689    3.28 -170.74    0.16       1    3.04    9.09   23.01
   68706      64    7.09  -40.02    0.89       3    3.04    9.09   23.01
   68706     191    7.18  -40.63    0.86       3    3.04    9.09   23.01
   39288     241    3.44 -132.81    0.57       1    2.98    7.23   23.00
   69671      73   10.70   -3.05    0.76       2    3.05    9.05   24.16
   69671      15    9.04   28.16    0.38       1    3.05    9.05   24.16
   68706       6    7.94   -1.32    0.48       2    3.04    9.09   23.01
   21796    1244    3.27 -174.11    0.22       1    3.07    7.31   23.92
   21796      18    3.28  168.65    0.48       1    3.07    7.31   23.92
   21796       6    2.26  164.36    0.91       1    3.07    7.31   23.92
   21796       9    3.04  152.88    0.38       1    3.07    7.31   23.92
   21796       5    4.44  105.89    0.80       1    3.07    7.31   23.92
   21796       9    1.46  165.53    0.50       1    3.07    7.31   23.92
    6359     384    3.93 -128.36    1.00       3    2.67    7.10   22.63
    3810       4    1.50  -92.57    0.13       1    2.81    7.35   25.83
   37335       9    3.24 -128.46    0.79       1    2.90    7.44   26.92
   37335       7    5.20 -109.72    0.78       1    2.90    7.44   26.92
   37335      14    2.09 -176.13    0.94       1    2.90    7.44   26.92
   37335       7    1.05 -146.68    0.99       1    2.90    7.44   26.92
   37335       7    3.51  163.64    0.21       1    2.90    7.44   26.92
   37335       5    0.78 -168.53    0.79       1    2.90    7.44   26.92
   16004       5   40.27  -64.42    0.93       1    2.55    7.78   23.78
   37335       4    6.03 -172.90    0.51       1    2.90    7.44   26.92
   32342       4    8.41   73.29    0.46       2    2.78    7.12   26.89
   31721    1200    3.05 -173.41    0.38       3    2.87    7.81   22.85
    7069     446    2.76 -175.58    0.11       1    2.63    7.86   22.30
   71342     169    6.63  179.77    0.74       1    3.09    6.14   24.31
    7069      43    5.51  135.83    0.63       3    2.63    7.86   22.30
    7069     304    8.22  112.95    0.71       2    2.63    7.86   22.30
    7069     166    7.80  114.23    0.56       3    2.63    7.86   22.30
    7069     236    8.92  117.36    0.78       3    2.63    7.86   22.30
   71342     185    1.99 -174.10    0.34       1    3.09    6.14   24.31
   71342     124   10.80    0.45    0.85       2    3.09    6.14   24.31
   78555     132    0.30   18.26    0.22       1    1.36    7.58   24.40
   78555      65   10.49  -41.91    0.48       2    1.36    7.58   24.40
    7069     141    8.55   24.30    0.91       3    2.63    7.86   22.30
   71342      12    5.72  179.44    0.06       1    3.09    6.14   24.31
   71342      32    5.72   -3.12    0.42       2    3.09    6.14   24.31
   71342     131    6.06   34.03    0.55       3    3.09    6.14   24.31
   71342     116    2.26 -172.50    0.09       1    3.09    6.14   24.31
    7069      37    2.88 -178.08    0.08       1    2.63    7.86   22.30
    7069     124   13.42  -69.61    0.32       2    2.63    7.86   22.30
    7069      93    2.98 -156.95    0.07       1    2.63    7.86   22.30
   78555      20   11.53  -31.07    0.85       3    1.36    7.58   24.40
   96173     848    3.23 -174.91    0.11       1    2.98    5.19   22.21
   27330      40    2.02 -113.19    0.56       1    2.98    7.80   24.91
   27330       9    7.22 -133.21    1.00       1    2.98    7.80   24.91
   27330       6    6.12 -116.97    0.87       1    2.98    7.80   24.91
   27330       6    4.42 -162.70    0.74       1    2.98    7.80   24.91
   96173       9    2.77  149.96    0.07       1    2.98    5.19   22.21
   96173      10    6.43  150.66    0.11       1    2.98    5.19   22.21
   20129      21    4.05  -80.48    0.78       1    2.81    7.66   25.38
   67282     137   10.83   67.36    0.83       3    1.31    6.60   24.61
   67282      76    0.48  -10.30    0.14       1    1.31    6.60   24.61
   20129       8   11.21   22.92    0.86       3    2.81    7.66   25.38
   67282      10    8.64   30.77    0.97       3    1.31    6.60   24.61
   67282      51   11.51   67.42    0.90       3    1.31    6.60   24.61
   67282      26    2.10   -8.79    0.98       1    1.31    6.60   24.61
   67282      14    8.74   42.46    0.99       3    1.31    6.60   24.61
   67282       7    2.35    6.39    0.85       1    1.31    6.60   24.61
   67282      13    0.94  -15.09    0.70       1    1.31    6.60   24.61
   43656      27    1.65 -128.62    0.94       1    2.74    7.23   25.54
   86158     156    9.13  -44.37    0.76       3    1.03    7.56   24.12
    4751     171    0.65 -127.52    0.17       1    2.90    7.44   22.87
   86158     168    8.09  -50.11    0.91       3    1.03    7.56   24.12
   86158     155    8.22  -50.22    0.67       3    1.03    7.56   24.12
   86158     104    0.61 -108.20    0.83       1    1.03    7.56   24.12
   86158      83    7.91  -59.71    0.89       3    1.03    7.56   24.12
   86158      59    2.35 -141.64    0.89       1    1.03    7.56   24.12
   86158      16    7.97  -54.16    0.55       3    1.03    7.56   24.12
   86158     193    2.86 -175.78    0.89       1    1.03    7.56   24.12
   86158      20    9.75  -53.65    0.84       3    1.03    7.56   24.12
   86158       7   16.94  159.00    0.76       1    1.03    7.56   24.12
   86158       9    6.10  170.98    0.70       1    1.03    7.56   24.12
   86158      48   10.94  -46.37    0.50       3    1.03    7.56   24.12
   86158      56    2.59  167.82    1.00       1    1.03    7.56   24.12
   86158       4    6.46   77.04    0.97       1    1.03    7.56   24.12
   86158       9    6.24   79.28    0.79       1    1.03    7.56   24.12
   86158      32    4.48  158.04    0.99       1    1.03    7.56   24.12
   86158      18    3.31  139.17    0.99       1    1.03    7.56   24.12
   86158       6    3.29   37.71    0.78       1    1.03    7.56   24.12
   86158      14    2.74  134.73    0.73       1    1.03    7.56   24.12
   86158       5    5.56  129.80    0.73       1    1.03    7.56   24.12
   86158       6    4.67  107.83    0.80       1    1.03    7.56   24.12
   86158       5    4.58  119.61    0.92       1    1.03    7.56   24.12
   86158       4    3.88   74.45    0.44       1    1.03    7.56   24.12
   86158       4    2.80    0.80    0.87       1    1.03    7.56   24.12
    4751     166    4.01  178.04    0.08       1    2.90    7.44   22.87
   17529      57    2.79   88.03    0.70       3    2.71    7.97   24.68
   17529      63    3.04   79.68    0.98       3    2.71    7.97   24.68
   17529       9    4.27   74.30    0.36       3    2.71    7.97   24.68
   17529      16    8.23  -85.81    0.99       2    2.71    7.97   24.68
   17529       5    9.17  -85.56    0.37       1    2.71    7.97   24.68
   67398       7    8.86  -14.13    0.92       1    1.66    7.27   26.69
   22246      10    6.86   40.99    0.76       3    2.72    7.30   25.63
   22246      22    3.90  156.66    0.95       3    2.72    7.30   25.63
   22246       7    4.82   85.26    0.82       3    2.72    7.30   25.63
   22246       9    4.47   20.31    0.74       2    2.72    7.30   25.63
   22246      13    2.11   55.42    0.61       3    2.72    7.30   25.63
    9075       6    6.47   77.23    0.78       1    2.89    7.47   26.25
   22246       4    4.83   94.68    0.99       3    2.72    7.30   25.63
   22246       7    4.88  103.90    0.76       3    2.72    7.30   25.63
    9075       7    1.92 -119.31    0.86       1    2.89    7.47   26.25
    9075      41   15.39  -25.57    0.79       2    2.89    7.47   26.25
    9075       6    4.02  146.93    0.91       3    2.89    7.47   26.25
    9075       4    5.06 -154.37    0.54       1    2.89    7.47   26.25
   22246      15   12.77   -3.99    0.90       2    2.72    7.30   25.63
    9075       5    1.04  118.18    0.32       3    2.89    7.47   26.25
    9075       4    2.62   15.49    0.26       2    2.89    7.47   26.25
   22246       4    2.87  131.48    0.92       3    2.72    7.30   25.63
   40598     716    2.89 -171.60    0.09       1    2.73    8.86   22.83
   40598      13    5.51 -171.07    0.16       1    2.73    8.86   22.83
    4597     102    8.55  -69.80    0.60       2    2.79    7.42   23.02
    4597     155    5.50  -93.60    0.66       2    2.79    7.42   23.02
    4597     128    8.24  -81.74    0.86       2    2.79    7.42   23.02
    4597      80    6.26  -76.46    0.87       2    2.79    7.42   23.02
   84965      16    0.85  -47.93    0.91       1    0.35    7.35   26.39
   84965      16    7.03 -148.19    0.89       2    0.35    7.35   26.39
   32591     120    6.86    1.69    0.95       3    2.87    5.09   26.67
    4597      40    2.42 -176.92    0.29       1    2.79    7.42   23.02
   36405      14    3.60  -59.79    0.91       1    2.76    7.81   26.75
   36405       6    2.08 -107.92    0.32       1    2.76    7.81   26.75
   36405      66    3.61  -86.25    0.78       3    2.76    7.81   26.75
   15575      72    2.78  -89.51    0.77       1    2.91    7.69   24.23
   36405      12    4.41  -86.63    0.56       1    2.76    7.81   26.75
   15575      59    0.71  -53.77    0.87       1    2.91    7.69   24.23
   36405      24    2.61 -135.91    0.97       1    2.76    7.81   26.75
   36405       4    2.01  171.92    0.59       1    2.76    7.81   26.75
   36405       6    4.08   27.04    0.94       1    2.76    7.81   26.75
   15575      28    0.32   19.79    0.56       1    2.91    7.69   24.23
   36405      23    0.28  -28.81    0.98       1    2.76    7.81   26.75
   36405       7    5.24 -105.86    0.56       1    2.76    7.81   26.75
   36405      13    0.95   13.04    0.87       1    2.76    7.81   26.75
   15575     350    3.46 -172.92    0.84       1    2.91    7.69   24.23
   36405       5    3.57   10.53    0.25       1    2.76    7.81   26.75
   36405       6    2.11 -169.63    0.94       1    2.76    7.81   26.75
   36405       4   15.07  134.96    0.94       1    2.76    7.81   26.75
   15575     124    9.86  174.20    0.86       1    2.91    7.69   24.23
   15575     111    2.65  173.67    0.89       1    2.91    7.69   24.23
   15575     116    1.94 -175.42    0.48       1    2.91    7.69   24.23
   15575       7    3.50  -37.41    0.84       1    2.91    7.69   24.23
   51161     250    2.85 -170.01    0.11       1    2.75    8.16   22.61
   51161      22    7.77  -82.58    0.58       3    2.75    8.16   22.61
    7068      33    0.32  120.23    0.78       1    2.84    7.58   25.89
    7068       7    0.89 -129.80    0.78       1    2.84    7.58   25.89
    7068       4    0.37  -81.35    0.35       1    2.84    7.58   25.89
    7068      21    0.12  -69.31    0.81       1    2.84    7.58   25.89
    7068      16    5.51  174.39    0.31       1    2.84    7.58   25.89
   10857       6    5.98    7.67    0.41       2    2.66    7.13   24.67
   16758      11    1.66  133.56    0.95       1    3.13    9.39   26.85
   16758       4    1.31  -64.18    0.63       1    3.13    9.39   26.85
   78508      28    0.72   30.01    0.92       1    1.55    7.79   26.84
   78508       6    9.34 -145.73    0.59       2    1.55    7.79   26.84
   78508       5    5.76  -47.25    0.97       1    1.55    7.79   26.84
   78508       4    7.92  -49.19    0.59       1    1.55    7.79   26.84
   62181      10   10.92   46.02    0.47       3    2.37    6.53   24.05
